103
61|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
60|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
59|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
58|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
56|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
55|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
54|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
53|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
52|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
51|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
50|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
49|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
48|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
47|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
46|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
45|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
44|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
43|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
42|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
40|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
39|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
38|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
37|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
36|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
35|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
34|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
33|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
32|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
31|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
30|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
29|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
28|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
27|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
26|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
25|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
24|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
23|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
22|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
21|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
20|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
19|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
18|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
17|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
16|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
15|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
14|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
13|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
9|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
8|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
16|1|2|13:34|0:41|9.0|7.0|ei ole
17|1|2|13;04|2:49|8.0|8.0|on
19|2|1|21;55|1:33|7.0|7.0|ei muuta lis‰tt‰v‰‰
20|3|6|8;29|1:58|9.0|8.0|ei muuta lis‰tt‰v‰‰
26|10|5|20;15|1:44|7.0|6.0|ei muuta lis‰tt‰v‰‰
35|11|2|10;57|1:36|5.0|9.0|ei muuta lis‰tt‰v‰‰
36|11|6|8;29|0:57|6.0|9.0|ei muuta lis‰tt‰v‰‰
37|1|3|21:45|1:44|9.0|7.0|ei muuta lis‰tt‰v‰‰
38|13|3|18;13|1:46|7.0|6.0|ei muuta lis‰tt‰v‰‰
39|13|3|17;39|2:48|6.0|7.0|ei ole
40|12|5|8;51|1:51|6.0|6.0|ei muuta lis‰tt‰v‰‰
41|4|5|12:08|2:56|9.0|6.0|ei muuta lis‰tt‰v‰‰
57|16|3|20:03|1:48|8.0|5.0|ei muuta lis‰tt‰v‰‰
96|1|7|17:02|1:49|7.0|9.0|ei muuta lis‰tt‰v‰‰
